mpid	formula	family	N_atoms	structure	N_atoms2	max1	max2	dim	Bulk_Space	Bulk_Point	Centrosymmetric	Band_Gap	Formation_Energy	E_hull	Mono_Space	Centrosymmectric	Mono_Point
mp-4437	NdTe2Se	LaS2S	8	1D or 2D	64	8	32	2	Cmcm	mmm	TRUE	0	-1.143501661	0	Pmmn	TRUE	mmm
mp-4034	LaTe2Se	LaS2S	8	1D or 2D	64	8	32	2	Cmcm	mmm	TRUE	0.02	-1.25353547	0	Pmmn	TRUE	mmm
mp-571571	CeTe3	LaS3	8	1D or 2D	64	8	32	2	Ama2	mm2	FALSE	0	-0.97554013	0	Pmn2_1	FALSE	mm2
mp-9399	SmTe3	LaS3	8	1D or 2D	64	8	32	2	Cmcm	mmm	TRUE	0.0475	-0.973739916	0	P4/nmm	TRUE	4/mmm
mp-740	NdTe3	LaS3	8	1D or 2D	64	8	32	2	Ama2	mm2	FALSE	0.0532	-0.993812678	0	Pmn2_1	FALSE	mm2
mp-12351	PrTe3	LaS3	8	1D or 2D	64	8	32	2	Ama2	mm2	FALSE	0.0589	-1.002464516	0	Pmn2_1	FALSE	mm2
mp-556135	GdSI	LaSF	6	1D or 2D	48	6	24	2	Pmmn	mmm	TRUE	1.5047	-1.816392552	0	Pmmn	TRUE	mmm
mp-28458	ErSeI	LaSF	6	1D or 2D	48	6	24	2	Pmmn	mmm	TRUE	2.309	-1.688548144	0	Pmmn	TRUE	mmm
mp-541073	SmSI	LaSF	6	1D or 2D	48	6	24	2	R-3m	-3m	TRUE	2.4395	-1.814584677	0	R-3m	TRUE	-3m
mp-28929	DySI	LaSF	6	1D or 2D	48	6	24	2	Pmmn	mmm	TRUE	2.7811	-1.824342384	0	Pmmn	TRUE	mmm
mp-28928	DySBr	LaSF	6	1D or 2D	48	6	24	2	Pmmn	mmm	TRUE	2.8776	-2.033545707	0	Pmmn	TRUE	mmm
mp-27616	ErSCl	LaSF	6	1D or 2D	48	6	24	2	Pmmn	mmm	TRUE	2.9329	-2.382126766	0	Pmmn	TRUE	mmm
mp-27246	LuSBr	LaSF	6	1D or 2D	48	6	24	2	Pmmn	mmm	TRUE	2.9978	-2.014143539	0	Pmmn	TRUE	mmm
mp-675342	NdPb4F11	LaSn4F11	16	1D or 2D	128	16	64	2	Cm	m	FALSE	4.4389	-2.779995594	0.038321401	Cm	FALSE	m
mp-676572	NdPb6F15	LaSn6F15	22	1D or 2D	176	22	88	2	Cm	m	FALSE	4.3396	-2.672410465	0.030320075	Cm	FALSE	m
mp-674506	NdPb7F17	LaSn7F17	25	1D or 2D	200	25	100	2	P1	1	FALSE	4.4518	-2.639584153	0.026158721	P1	FALSE	1
mp-675152	NdPb8F19	LaSn8F19	28	1D or 2D	224	19	76	2	P1	1	FALSE	3.5796	-2.582394231	0.054286906	P1	FALSE	1
mp-13384	ErAg(PSe3)2	LaT(NS3)2	20	1D or 2D	160	10	40	2	P-31c	-3m	TRUE	1.7583	-0.554529896	0	P312	FALSE	32
mp-13385	TmAg(PSe3)2	LaT(NS3)2	20	1D or 2D	160	10	40	2	P-31c	-3m	TRUE	1.7753	-0.554036186	0	P312	FALSE	32
mp-565839	LaWClO4	LaTFO4	28	1D or 2D	224	14	56	2	Pnma	mmm	TRUE	3.1704	-2.800059907	0.022042039	Pmn2_1	FALSE	mm2
mp-30196	ErCuP2	LaTN2	16	1D or 2D	128	8	32	2	P2_1/c	2/m	FALSE	0	-0.877441838	0	Pc	FALSE	m
mp-7060	LaZnPO	LaTNO	8	1D or 2D	64	4	16	2	P4/nmm	4/mmm	TRUE	0.6563	-2.075600493	0	P4/nmm	TRUE	4/mmm
mp-636654	LaTiNbBi2O9	LaTTAs2O9	56	1D or 2D	448	20	80	2	Pbam	mmm	TRUE	1.7236	-2.85784406	0.039788797	P2/m	TRUE	2/m
mp-762388	Li2(NiO2)3	Li2(TO2)3	22	1D or 2D	176	11	44	2	P1	1	FALSE	0.3759	-1.155181823	0.035356409	P1	FALSE	1
mp-762902	Li2(NiO2)3	Li2(TO2)3	22	1D or 2D	176	11	44	2	P1	1	FALSE	0.4251	-1.148466123	0.042072109	P1	FALSE	1
mp-557359	Cs2Al2Sb2O7	Li2B2As2O7	13	1D or 2D	104	11	44	2	P-3m1	-3m	TRUE	3.6378	-2.535613435	0	P-3m1	TRUE	-3m
mp-761662	Li2Co(NiO3)2	Li2T(TO3)2	22	1D or 2D	176	22	88	2	P1	1	FALSE	0.26	-1.281627845	0.065916058	P1	FALSE	1
mp-675589	Li2CuP	Li2TN	8	1D or 2D	64	4	16	2	P3m1	3m	FALSE	0	-0.527153591	0.039368919	P3m1	FALSE	3m
mp-540584	K2PdO2	Li2TO2	5	1D or 2D	40	5	20	2	Immm	mmm	TRUE	1.3697	-1.311726477	0	Pmmm	TRUE	mmm
mp-504601	Cs2ZnO2	Li2TO2	40	1D or 2D	320	40	160	2	P2_1/c	2/m	FALSE	1.7129	-1.55656017	0	P2_1/c	FALSE	2/m
mp-778781	Li2NiO2	Li2TO2	5	1D or 2D	40	5	20	2	R-3m	-3m	TRUE	1.938	-1.534387119	0.081863554	R-3m	TRUE	-3m
mp-19308	Li2NiO2	Li2TO2	10	1D or 2D	80	5	20	2	P-3m1	-3m	TRUE	3.71	-1.61433731	0.001913363	P-3m1	TRUE	-3m
mp-27417	Li3InO3	Li3BO3	84	1D or 2D	672	42	168	2	P-3c1	-3m	TRUE	2.8858	-2.06803169	0.010480723	P312	FALSE	32
mp-780226	Li3LaO3	Li3LaO3	28	1D or 2D	224	14	56	2	P1	1	FALSE	3.8722	-2.627432612	0.094808445	P1	FALSE	1
mp-28628	Li3FeN2	Li3TN2	12	1D or 2D	96	12	48	2	Ibam	mmm	TRUE	0.0093	-0.519418279	0	Pccm	TRUE	mmm
mp-769228	Cs5YO4	Li5TO4	20	1D or 2D	160	20	80	2	Pmmn	mmm	TRUE	1.6241	-1.909516433	0.014245491	Pmmn	TRUE	mmm
mp-779850	Li5NiO4	Li5TO4	80	1D or 2D	640	40	160	2	Pbca	mmm	TRUE	1.7456	-1.698803304	0.093008772	Pca2_1	FALSE	mm2
mp-769262	K5YO4	Li5TO4	80	1D or 2D	640	40	160	2	Pbca	mmm	TRUE	2.2966	-1.992524474	0.01074174	Pca2_1	FALSE	mm2
mp-850116	Li8(NiO2)5	Li8(TO2)5	23	1D or 2D	184	23	92	2	P1	1	FALSE	0.0173	-1.486969364	0.044721296	P1	FALSE	1
mp-557183	KNaZnO2	LiLiTO2	20	1D or 2D	160	10	40	2	P2_1/c	2/m	FALSE	2.0707	-1.647386828	0	Pc	FALSE	m
mp-684059	LiTi(PO3)5	LiT(NO3)5	44	1D or 2D	352	44	176	2	Pc	m	FALSE	0.0061	-2.675216314	0.079742492	Pc	FALSE	m
mp-22716	LiCu2P	LiT2N	8	1D or 2D	64	8	32	2	P-3m1	-3m	TRUE	0.0217	-0.282536961	0.040613295	P-3m1	TRUE	-3m
mp-3982	KCuO2	LiTO2	8	1D or 2D	64	8	32	2	Cmcm	mmm	TRUE	0.8605	-1.388226858	0	Pmma	TRUE	mmm
mp-7467	RbCuO2	LiTO2	8	1D or 2D	64	8	32	2	Cmcm	mmm	TRUE	0.9136	-1.366964483	0	Pmma	TRUE	mmm
mp-553310	CsCuO2	LiTO2	8	1D or 2D	64	8	32	2	Cmcm	mmm	TRUE	0.9434	-1.366512312	0	Pmma	TRUE	mmm
mp-2173	P2O5	N2O5	28	1D or 2D	224	14	56	2	Pnma	mmm	TRUE	4.8374	-2.452793937	0.005117838	Pmn2_1	FALSE	mm2
mp-553956	P2Pb3O8	N2Sn3O8	26	1D or 2D	208	26	104	2	C2/m	2/m	TRUE	3.2968	-2.32061821	0.035003345	C2/m	TRUE	2/m
mp-22750	P2Pb3O8	N2Sn3O8	13	1D or 2D	104	13	52	2	R-3m	-3m	TRUE	3.3518	-2.319894959	0.035726597	R-3m	TRUE	-3m
mp-542152	P2Pb3O8	N2Sn3O8	26	1D or 2D	208	26	104	2	C2/c	2/m	TRUE	3.5298	-2.335991586	0.01962997	P2/c	TRUE	2/m
mp-31069	P2Pb8O13	N2Sn8O13	46	1D or 2D	368	46	184	2	C2/m	2/m	TRUE	2.0642	-1.975192199	0.004447588	C2/m	TRUE	2/m
mp-3006	P2Pd3S8	N2T3S8	13	1D or 2D	104	13	52	2	P-3m1	-3m	TRUE	1.5779	-0.330923355	0	P-3m1	TRUE	-3m
mp-687234	P2WO8	N2TO8	22	1D or 2D	176	22	88	2	C2/m	2/m	TRUE	2.456	-2.422302071	0	P2_1/m	FALSE	2/m
mp-624769	P2WO8	N2TO8	44	1D or 2D	352	22	88	2	Pnma	mmm	TRUE	2.5304	-2.42113954	0.001162531	Pmn2_1	FALSE	mm2
mp-27173	P4Ru	N4T	15	1D or 2D	120	15	60	2	P-1	-1	TRUE	1.2577	-0.453507357	0	P-1	TRUE	-1
mp-761353	P4WO13	N4TO13	36	1D or 2D	288	18	72	2	P1	1	FALSE	1.9875	-2.383489474	0.052660815	P1	FALSE	1
mp-761371	P5WO15	N5TO15	42	1D or 2D	336	42	168	2	P1	1	FALSE	0.8798	-2.39609166	0.07153321	P1	FALSE	1
mp-777230	P8W3O29	N8T3O29	80	1D or 2D	640	40	160	2	P1	1	FALSE	1.9217	-2.367212955	0.061320814	P1	FALSE	1
mp-20316	PPbSe3	NSnS3	20	1D or 2D	160	10	40	2	Pc	m	FALSE	1.7167	-0.322594998	0	P1	FALSE	1
mp-3123	PPdSe	NTS	24	1D or 2D	192	12	48	2	Pbcn	mmm	TRUE	0.9677	-0.389277969	0	P2/c	TRUE	2/m
mp-7280	PPdS	NTS	24	1D or 2D	192	12	48	2	Pbcn	mmm	TRUE	1.0934	-0.433647438	0	P2/c	TRUE	2/m
mp-30984	S(IO3)2	S(FO3)2	18	1D or 2D	144	9	36	2	C2/c	2/m	TRUE	1.8695	-1.153729883	0	C2	FALSE	2
mp-625526	Te(HO2)2	S(HO2)2	14	1D or 2D	112	14	56	2	Pc	m	FALSE	1.7198	-1.356010785	0.014371931	Pc	FALSE	m
mp-625513	Te(HO2)2	S(HO2)2	14	1D or 2D	112	14	56	2	P2_1/c	2/m	FALSE	1.7656	-1.343315549	0.027067168	P2_1/c	FALSE	2/m
mp-29185	Te2O3F2	S2O3F2	14	1D or 2D	112	14	56	2	P-1	-1	TRUE	3.3825	-1.748529013	0	P-1	TRUE	-1
mp-557480	Te2SO7	S2SO7	20	1D or 2D	160	20	80	2	Pmn2_1	mm2	FALSE	2.9042	-1.644594177	0.013922822	Pmn2_1	FALSE	mm2
mp-4906	Te2SO7	S2SO7	20	1D or 2D	160	20	80	2	Pmn2_1	mm2	FALSE	3.2845	-1.658516999	0	Pmn2_1	FALSE	mm2
mp-555902	Te2SO7	S2SO7	20	1D or 2D	160	20	80	2	Pmn2_1	mm2	FALSE	3.3025	-1.655671114	0.002845885	Pmn2_1	FALSE	mm2
mp-774873	NbS2	TS2	6	1D or 2D	48	3	12	2	P-1	-1	TRUE	0	-0.972755488	0.03892947	P-1	TRUE	-1
mp-572758	ReS2	TS2	24	1D or 2D	192	12	48	2	P-1	-1	TRUE	1.4428	-0.5713184	0	P-1	TRUE	-1
mp-541582	ReSe2	TS2	12	1D or 2D	96	12	48	2	P-1	-1	TRUE	1.1434	-0.402285749	0	P-1	TRUE	-1
mp-542495	TaSe2	TS2	39	1D or 2D	312	39	156	2	P-1	-1	TRUE	0.2528	-0.814088249	0.002493482	P-1	TRUE	-1
mp-9481	TcS2	TS2	12	1D or 2D	96	12	48	2	P-1	-1	TRUE	1.1885	-0.623379999	0	P-1	TRUE	-1
mp-849060	VS2	TS2	6	1D or 2D	48	3	12	2	P-1	-1	TRUE	0	-0.852898919	0.002557887	P-1	TRUE	-1
mp-601823	TaTe2	TS2	9	1D or 2D	72	9	36	2	P1	1	FALSE	0.002	-0.354156413	0.009472391	P1	FALSE	1
mp-21922	Te3(PbO4)2	S3(SnO4)2	78	1D or 2D	624	78	312	2	Cmcm	mmm	TRUE	2.9897	-1.573642536	0	Pmma	TRUE	mmm
mp-638749	Te3(PdBr)4	S3(TF)4	22	1D or 2D	176	22	88	2	P-1	-1	TRUE	0.6621	-0.392465567	0	P-1	TRUE	-1
mp-9897	Te3As2	S3As2	5	1D or 2D	40	5	20	2	R-3m	-3m	TRUE	0.4712	-0.003705826	0.011358112	R-3m	TRUE	-3m
mp-29320	Te3SeO8	S3SO8	24	1D or 2D	192	24	96	2	P-1	-1	TRUE	2.6441	-1.426304837	0.009606545	P-1	TRUE	-1
mp-570562	Te3Pt2	S3T2	10	1D or 2D	80	4	16	2	C2/m	2/m	TRUE	0.0068	-0.383323374	0.007620465	C2/m	TRUE	2/m
mp-541180	Te3Pt2	S3T2	10	1D or 2D	80	4	16	2	R-3m	-3m	TRUE	0.119	-0.390943839	0	R-3m	TRUE	-3m
mp-29215	Te4P2O13	S4N2O13	76	1D or 2D	608	76	304	2	P2_1/c	2/m	FALSE	3.0667	-1.945803756	0	P2_1/c	FALSE	2/m
mp-27127	Te4O9	S4O9	26	1D or 2D	208	26	104	2	R-3	-3	TRUE	2.2225	-1.468173758	0.000558828	R-3	TRUE	-3
mp-8628	Te4Pt3	S4T3	7	1D or 2D	56	4	16	2	C2/m	2/m	TRUE	0	-0.380827094	0	C2/m	TRUE	2/m
mp-625630	TeHO3	SHO3	40	1D or 2D	320	20	80	2	Pc	m	FALSE	2.1456	-1.40161343	0.020740385	P1	FALSE	1
mp-27947	Sn(SbTe2)2	Sn(AsS2)2	7	1D or 2D	56	7	28	2	R-3m	-3m	TRUE	0.3107	-0.174932146	0	R-3m	TRUE	-3m
mp-38605	Sn(BiTe2)2	Sn(AsS2)2	7	1D or 2D	56	7	28	2	R-3m	-3m	TRUE	0.4603	-0.25329023	0	R-3m	TRUE	-3m
mp-766947	Sn(PO3)2	Sn(NO3)2	72	1D or 2D	576	36	144	2	Pbca	mmm	TRUE	3.7796	-2.450056393	0	P2_1/c	FALSE	2/m
mp-36381	Sn(PS3)2	Sn(NS3)2	9	1D or 2D	72	9	36	2	R3	3	FALSE	1.1943	-0.271900549	0	R3	FALSE	3
mp-696993	Sn2H2SO5F2	Sn2H2SO5F2	48	1D or 2D	384	48	192	2	P2_1/c	2/m	FALSE	3.7596	-1.846487463	0.016586438	P2_1/c	FALSE	2/m
mp-555153	Pb2SO5	Sn2SO5	16	1D or 2D	128	16	64	2	C2/m	2/m	TRUE	3.1162	-1.852225618	0.002607609	C2/m	TRUE	2/m
mp-21497	Pb2SO5	Sn2SO5	16	1D or 2D	128	16	64	2	C2/m	2/m	TRUE	3.1338	-1.854833227	0	C2/m	TRUE	2/m
mp-566527	Sn2WO5	Sn2TO5	64	1D or 2D	512	32	128	2	P2_1/c	2/m	FALSE	2.4884	-1.937089294	0.037577585	Pc	FALSE	m
mp-673118	Sn3(P2O7)2	Sn3(N2O7)2	21	1D or 2D	168	21	84	2	P-1	-1	TRUE	2.2445	-2.397169849	0.06539146	P-1	TRUE	-1
mp-1443	Sn3F8	Sn3F8	22	1D or 2D	176	22	88	2	P2_1/c	2/m	FALSE	3.22	-2.388521965	0	P2_1/c	FALSE	2/m
mp-510293	Pb3SeO5	Sn3SO5	18	1D or 2D	144	18	72	2	Cmc2_1	mm2	FALSE	2.4614	-1.496382531	0	Pmc2_1	FALSE	mm2
mp-22577	Pb3SO6	Sn3SO6	20	1D or 2D	160	20	80	2	Cmcm	mmm	TRUE	2.8022	-1.75754422	0.025439385	Pmma	TRUE	mmm
mp-559143	Pb3SO6	Sn3SO6	20	1D or 2D	160	20	80	2	P-1	-1	TRUE	2.936	-1.777789656	0.005193949	P-1	TRUE	-1
mp-566092	Sn3WO6	Sn3TO6	40	1D or 2D	320	20	80	2	P-1	-1	TRUE	2.2044	-1.865924997	0.046393936	P-1	TRUE	-1
mp-619032	PbCN2	SnCN2	16	1D or 2D	128	8	32	2	Pna2_1	mm2	FALSE	1.7322	-0.073665156	0.003820216	P2_1	FALSE	2
mp-5045	SnGeS3	SnCS3	20	1D or 2D	160	20	80	2	P2_1/c	2/m	FALSE	1.635	-0.387082372	0	P2_1/c	FALSE	2/m
mp-27194	SnI2	SnF2	9	1D or 2D	72	9	36	2	C2/m	2/m	TRUE	1.7061	-0.495446403	0	C2/m	TRUE	2/m
mp-672671	PbI2	SnF2	9	1D or 2D	72	3	12	2	R-3m	-3m	TRUE	2.3308	-0.670744521	0.005190454	R-3m	TRUE	-3m
mp-680205	PbI2	SnF2	45	1D or 2D	360	3	12	2	P3m1	3m	FALSE	2.3538	-0.672813366	0.003121609	P-3m1	TRUE	-3m
mp-22893	PbI2	SnF2	3	1D or 2D	24	3	12	2	P-3m1	-3m	TRUE	2.3702	-0.675020562	0.000914413	P-3m1	TRUE	-3m
mp-567542	PbI2	SnF2	12	1D or 2D	96	3	12	2	P6_3mc	6mm	FALSE	2.3829	-0.674099858	0.001835118	P3m1	FALSE	3m
mp-567178	PbI2	SnF2	9	1D or 2D	72	3	12	2	P3m1	3m	FALSE	2.3872	-0.674144094	0.001790881	P3m1	FALSE	3m
mp-580202	PbI2	SnF2	30	1D or 2D	240	3	12	2	P3m1	3m	FALSE	2.3956	-0.67474845	0.001186525	P-3m1	TRUE	-3m
mp-540789	PbI2	SnF2	6	1D or 2D	48	3	12	2	R-3m	-3m	TRUE	2.3957	-0.675523487	0.000411488	R-3m	TRUE	-3m
mp-640058	PbI2	SnF2	9	1D or 2D	72	3	12	2	R-3m	-3m	TRUE	2.4009	-0.673632382	0.002302593	R3m	FALSE	3m
mp-567199	PbI2	SnF2	15	1D or 2D	120	3	12	2	P3m1	3m	FALSE	2.402	-0.674950691	0.000984284	P3m1	FALSE	3m
mp-574189	PbI2	SnF2	12	1D or 2D	96	3	12	2	R-3m	-3m	TRUE	2.4076	-0.672629924	0.003305051		FALSE	
mp-569595	PbI2	SnF2	6	1D or 2D	48	3	12	2	R-3m	-3m	TRUE	2.408	-0.67516846	0.000766515	R3m	FALSE	3m
mp-567246	PbI2	SnF2	21	1D or 2D	168	3	12	2	P3m1	3m	FALSE	2.4098	-0.675367175	0.0005678	P3m1	FALSE	3m
mp-22883	PbI2	SnF2	3	1D or 2D	24	3	12	2	R-3m	-3m	TRUE	2.4224	-0.675934975	0	R-3m	TRUE	-3m
mp-567503	PbI2	SnF2	6	1D or 2D	48	3	12	2	P6_3mc	6mm	FALSE	2.4455	-0.67585823	7.67E-05	P3m1	FALSE	3m
mp-20652	PbF3	SnF3	16	1D or 2D	128	16	64	2	P-4c2	-42m	FALSE	1.8822	-2.117930559	0	P-42c	FALSE	-42m
mp-341	PbF4	SnF4	5	1D or 2D	40	5	20	2	I4/mmm	4/mmm	TRUE	1.9022	-1.847078538	0	P4/mmm	TRUE	4/mmm
mp-2706	SnF4	SnF4	5	1D or 2D	40	5	20	2	C2/m	2/m	TRUE	3.0953	-2.356039042	0	P2/m	TRUE	2/m
mp-690702	SnPHO4	SnNHO4	28	1D or 2D	224	14	56	2	P2_1/c	2/m	FALSE	3.3978	-2.185651395	0	Pc	FALSE	m
mp-555838	SnPO3F	SnNO3F	24	1D or 2D	192	12	48	2	P2_1/c	2/m	FALSE	3.9412	-2.442772695	0	Pc	FALSE	m
mp-5706	SnPSe3	SnNS3	20	1D or 2D	160	10	40	2	P2_1/c	2/m	FALSE	1.3451	-0.242881811	0.003148999	P2_1	FALSE	2
mp-570370	SnPSe3	SnNS3	20	1D or 2D	160	20	80	2	Pc	m	FALSE	1.5398	-0.24603081	0	Pc	FALSE	m
mp-4252	SnPS3	SnNS3	20	1D or 2D	160	10	40	2	P2_1/c	2/m	FALSE	1.821	-0.346167734	0.006806572	P2_1	FALSE	2
mp-2097	SnO	SnO	4	1D or 2D	32	4	16	2	P4/nmm	4/mmm	TRUE	0.4096	-1.644100583	0	P4/nmm	TRUE	4/mmm
mp-545820	SnO	SnO	8	1D or 2D	64	4	16	2	Cmc2_1	mm2	FALSE	0.5354	-1.643110128	0.000990455	Cm	FALSE	m
mp-545552	SnO	SnO	4	1D or 2D	32	4	16	2	Pmn2_1	mm2	FALSE	1.4074	-1.571410553	0.07269003	Pmn2_1	FALSE	mm2
mp-19921	PbO	SnO	4	1D or 2D	32	4	16	2	P4/nmm	4/mmm	TRUE	1.4695	-1.488116003	0	P4/nmm	TRUE	4/mmm
mp-672237	PbO	SnO	64	1D or 2D	512	64	256	2	Pbcm	mmm	TRUE	1.5342	-1.487859659	0.000256345	Pbcm	TRUE	mmm
mp-20878	PbO	SnO	8	1D or 2D	64	8	32	2	Pbcm	mmm	TRUE	2.1565	-1.471149682	0.016966321	Pbcm	TRUE	mmm
mp-550714	PbO	SnO	8	1D or 2D	64	8	32	2	Pca2_1	mm2	FALSE	2.2295	-1.466513467	0.021602536	Pca2_1	FALSE	mm2
mp-2168	SnSe	SnS	4	1D or 2D	32	4	16	2	Cmcm	mmm	TRUE	0.2689	-0.421355504	0.011448298	Pmmn	TRUE	mmm
mp-559676	SnS	SnS	4	1D or 2D	32	4	16	2	Cmcm	mmm	TRUE	0.3127	-0.426889662	0.016875853	Pmmn	TRUE	mmm
mp-628773	SnSe	SnS	4	1D or 2D	32	4	16	2	Cmcm	mmm	TRUE	0.4665	-0.362873409	0.069930393	Pmmn	TRUE	mmm
mp-691	SnSe	SnS	8	1D or 2D	64	4	16	2	Pnma	mmm	TRUE	0.5159	-0.432803802	0	Pmn2_1	FALSE	mm2
mp-2231	SnS	SnS	8	1D or 2D	64	4	16	2	Pnma	mmm	TRUE	0.9055	-0.443765515	0	Pmn2_1	FALSE	mm2
mp-1379	SnS	SnS	4	1D or 2D	32	4	16	2	Cmcm	mmm	TRUE	1.1323	-0.380728517	0.063036998	Pmmn	TRUE	mmm
mp-8936	SnSe	SnS	4	1D or 2D	32	4	16	2	P4/nmm	4/mmm	TRUE	1.229	-0.386703169	0.046100633	P4/nmm	TRUE	4/mmm
mp-22009	PbSe	SnS	4	1D or 2D	32	4	16	2	Fmm2	mm2	FALSE	1.2736	-0.496437792	0.073075798	Aem2	FALSE	mm2
mp-561320	PbS	SnS	4	1D or 2D	32	4	16	2	C2	2	FALSE	1.6709	-0.483978925	0.058909058	C2	FALSE	2
mp-557719	PbS	SnS	8	1D or 2D	64	4	16	2	Cmc2_1	mm2	FALSE	2.0786	-0.484238281	0.058649701	Cm	FALSE	m
mp-665	SnSe2	SnS2	3	1D or 2D	24	3	12	2	P-3m1	-3m	TRUE	0.7018	-0.343739612	0	P-3m1	TRUE	-3m
mp-9984	SnS2	SnS2	6	1D or 2D	48	3	12	2	P6_3mc	6mm	FALSE	1.4855	-0.378651519	0.000686813	P-3m1	TRUE	-3m
mp-1170	SnS2	SnS2	3	1D or 2D	24	3	12	2	P-3m1	-3m	TRUE	1.5586	-0.379338333	0	P-3m1	TRUE	-3m
mp-554599	SnS2(O3F)2	SnS2(O3F)2	44	1D or 2D	352	44	176	2	P2_1/c	2/m	FALSE	4.2665	-1.872173053	0.004984577	P2_1/c	FALSE	2/m
mp-20815	SnPbF4	SnSnF4	12	1D or 2D	96	4	16	2	P4/nmm	4/mmm	TRUE	3.3454	-2.304651501	0.03117137	P4mm	FALSE	4mm
mp-630329	PbSeO3	SnSO3	40	1D or 2D	320	40	160	2	P2_1/c	2/m	FALSE	3.362	-1.468897279	0.003420132	P2_1/c	FALSE	2/m
mp-22342	PbSeO4	SnSO4	24	1D or 2D	192	24	96	2	P2_1/c	2/m	FALSE	3.2987	-1.421528726	0	P2_1/c	FALSE	2/m
mp-645774	SnSO4	SnSO4	24	1D or 2D	192	12	48	2	P-1	-1	TRUE	4.0683	-1.840770846	0.011480134	P1	FALSE	1
mp-542967	SnSO4	SnSO4	24	1D or 2D	192	12	48	2	Pnma	mmm	TRUE	4.1208	-1.85225098	0	Pmn2_1	FALSE	mm2
mp-645709	SnSO4	SnSO4	24	1D or 2D	192	12	48	2	P2_1/c	2/m	FALSE	4.2865	-1.847571182	0.004679798	P2_1	FALSE	2
mp-622273	SnHg2(SBr)2	SnT2(SF)2	28	1D or 2D	224	28	112	2	P2_1/c	2/m	FALSE	2.3254	-0.351179655	0.069717657	P2_1/c	FALSE	2/m
mp-554096	SnHg2(SBr)2	SnT2(SF)2	28	1D or 2D	224	28	112	2	P2_1/c	2/m	FALSE	2.3372	-0.374057923	0.046839389	P2_1/c	FALSE	2/m
mp-2125	TeO2	SO2	24	1D or 2D	192	12	48	2	Pbca	mmm	TRUE	2.2279	-1.50932632	0	P2_1/c	FALSE	2/m
mp-558387	TeOF2	SOF2	16	1D or 2D	128	16	64	2	P2_1	2	FALSE	4.189	-1.902294126	0	P2_1	FALSE	2
mp-11693	TePt	ST	4	1D or 2D	32	4	16	2	R-3m	-3m	TRUE	0	-0.346508808	0	R-3m	TRUE	-3m
mp-22945	TeRhCl	STF	6	1D or 2D	48	6	24	2	C2/m	2/m	TRUE	0.7782	-0.727427606	0	P2_1/m	FALSE	2/m
mp-27741	TeAuI	STF	12	1D or 2D	96	12	48	2	P2_1/c	2/m	FALSE	1.1164	-0.139017329	0	P2_1/c	FALSE	2/m
mp-573321	TePdI2	STF2	8	1D or 2D	64	8	32	2	P-1	-1	TRUE	0.515	-0.246859413	0.018826299	P-1	TRUE	-1
mp-29509	Zn(AsO2)2	T(AsO2)2	28	1D or 2D	224	14	56	2	P2_1/c	2/m	FALSE	3.5369	-1.705706121	0.005541527	P2_1	FALSE	2
mp-554921	Hg(BiS2)2	T(AsS2)2	14	1D or 2D	112	7	28	2	C2/m	2/m	TRUE	1.408	-0.302795341	0	C2/m	TRUE	2/m
mp-542596	Hg(SbS2)4	T(AsS2)4	52	1D or 2D	416	28	112	2	C2/c	2/m	TRUE	1.1209	-0.216876218	0	P2/c	TRUE	2/m
mp-604315	Zn(BH4)2	T(BH4)2	22	1D or 2D	176	22	88	2	Pmc2_1	mm2	FALSE	4.2519	-0.124019762	0	Pmc2_1	FALSE	mm2
mp-540940	Ti(TlSe)4	T(BS)4	36	1D or 2D	288	36	144	2	P2_1/c	2/m	FALSE	2.1544	-0.676908557	0	P2_1/c	FALSE	2/m
mp-616900	Zn(InS2)2	T(BS2)2	14	1D or 2D	112	7	28	2	R3m	3m	FALSE	0.1095	-0.561594662	0.068612496		FALSE	
mp-560262	Zn(InS2)2	T(BS2)2	14	1D or 2D	112	7	28	2	P6_3mc	6mm	FALSE	0.1244	-0.572451749	0.057755408	P3m1	FALSE	3m
mp-21409	Zn(InS2)2	T(BS2)2	14	1D or 2D	112	5	20	2	P-3m1	-3m	TRUE	0.194	-0.556672557	0.0735346	P3m1	FALSE	3m
mp-541937	Zn(InS2)2	T(BS2)2	7	1D or 2D	56	7	28	2	R3m	3m	FALSE	0.2515	-0.571064921	0.059142237	R3m	FALSE	3m
mp-22253	Zn(InS2)2	T(BS2)2	7	1D or 2D	56	7	28	2	P3m1	3m	FALSE	0.3034	-0.573354791	0.056852367	P3m1	FALSE	3m
mp-674328	Zn(InS2)2	T(BS2)2	14	1D or 2D	112	14	56	2	P2/m	2/m	TRUE	1.4024	-0.616066816	0.014140342	P2/m	TRUE	2/m
mp-769642	Fe(CO3)2	T(CO3)2	9	1D or 2D	72	9	36	2	R-3	-3	TRUE	0	-1.648352344	0.067809197	R-3	TRUE	-3
mp-768036	Mn(CO3)2	T(CO3)2	9	1D or 2D	72	9	36	2	R-3	-3	TRUE	1.1769	-1.724629084	0.071242628	R-3	TRUE	-3
mp-762239	Mn(CO3)2	T(CO3)2	18	1D or 2D	144	18	72	2	P2_1/c	2/m	FALSE	1.2557	-1.698387491	0.09748422	P2_1/c	FALSE	2/m
